DATE,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlyStationPressure,HourlyVisibility,HourlyWindDirection,HourlyWindSpeed,holiday,weekend,day,hour
2019-01-01 00:54:00,38.0,40,0.14,93.0,29.86,5.00,150,13.0,True,False,2019-01-01,0
2019-01-01 01:54:00,39.0,42,0.09,89.0,29.77,5.00,120,9.0,True,False,2019-01-01,1
2019-01-01 02:54:00,41.0,43,0.12,93.0,29.64,7.00,140,11.0,True,False,2019-01-01,2
2019-01-01 03:54:00,43.0,46,0.0,89.0,29.53,4.00,VRB,7.0,True,False,2019-01-01,3
2019-01-01 04:54:00,46.0,47,0.03,97.0,29.48,3.00,220,6.0,True,False,2019-01-01,4
2019-01-01 05:54:00,48.0,50,0.0,93.0,29.44,10.00,220,10.0,True,False,2019-01-01,5
2019-01-01 06:54:00,49.0,54,0.00,83.0,29.42s,10.00,240,18.0,True,False,2019-01-01,6
2019-01-01 07:54:00,48.0,54,0.00,80.0,29.44s,10.00,240,18.0,True,False,2019-01-01,7
2019-01-01 08:54:00,48.0,56,0.00,75.0,29.45s,10.00,240,15.0,True,False,2019-01-01,8
2019-01-01 09:54:00,47.0,58,0.00,67.0,29.47s,10.00,250,22.0,True,False,2019-01-01,9
2019-01-01 10:54:00,44.0,58,0.00,60.0,29.50,10.00,280,22.0,True,False,2019-01-01,10
2019-01-01 11:54:00,38.0,56,0.00,51.0,29.54,10.00,280,25.0,True,False,2019-01-01,11
2019-01-01 12:54:00,35.0,55,0.00,47.0,29.59,10.00,280,22.0,True,False,2019-01-01,12
2019-01-01 13:54:00,34.0,54,0.00,47.0,29.63,10.00,300,22.0,True,False,2019-01-01,13
2019-01-01 14:54:00,30.0,51,0.00,44.0,29.70,10.00,320,29.0,True,False,2019-01-01,14
2019-01-01 15:54:00,29.0,48,0.00,48.0,29.75,10.00,310,23.0,True,False,2019-01-01,15
2019-01-01 16:54:00,28.0,45,0.00,52.0,29.82,10.00,310,15.0,True,False,2019-01-01,16
2019-01-01 17:54:00,28.0,44,0.00,53.0,29.88,10.00,310,14.0,True,False,2019-01-01,17
2019-01-01 18:54:00,27.0,42,0.00,55.0,29.92,10.00,310,14.0,True,False,2019-01-01,18
2019-01-01 19:54:00,26.0,41,0.00,55.0,29.97,10.00,300,15.0,True,False,2019-01-01,19
2019-01-01 20:54:00,23.0,39,0.00,53.0,30.00,10.00,340,15.0,True,False,2019-01-01,20
2019-01-01 21:54:00,21.0,37,0.00,52.0,30.03,10.00,320,14.0,True,False,2019-01-01,21
2019-01-01 22:54:00,21.0,35,0.00,57.0,30.06,10.00,330,11.0,True,False,2019-01-01,22
2019-01-01 23:54:00,18.0,34,0.00,52.0,30.08,10.00,330,11.0,True,False,2019-01-01,23
2019-01-02 00:54:00,17.0,33,0.00,52.0,30.11,10.00,320,11.0,False,False,2019-01-02,0
2019-01-02 01:54:00,16.0,32,0.00,52.0,30.15,10.00,310,14.0,False,False,2019-01-02,1
2019-01-02 02:54:00,14.0,31,0.00,49.0,30.17,10.00,320,15.0,False,False,2019-01-02,2
2019-01-02 03:54:00,13.0,30,0.00,49.0,30.19,10.00,310,13.0,False,False,2019-01-02,3
2019-01-02 04:54:00,13.0,29,0.00,51.0,30.20,10.00,320,11.0,False,False,2019-01-02,4
2019-01-02 05:54:00,12.0,29,0.00,49.0,30.24,10.00,330,14.0,False,False,2019-01-02,5
2019-01-02 06:54:00,10.0,28,0.00,47.0,30.28,10.00,330,14.0,False,False,2019-01-02,6
2019-01-02 07:54:00,8.0,29,0.00,41.0,30.31,10.00,VRB,9.0,False,False,2019-01-02,7
2019-01-02 08:54:00,6.0,30,0.00,36.0,30.32,10.00,VRB,11.0,False,False,2019-01-02,8
2019-01-02 09:54:00,5.0,32,0.00,32.0,30.33,10.00,360,6.0,False,False,2019-01-02,9
2019-01-02 10:54:00,4.0,33,0.00,29.0,30.31,10.00,10,7.0,False,False,2019-01-02,10
2019-01-02 11:54:00,2.0,35,0.00,24.0,30.29,10.00,10,6.0,False,False,2019-01-02,11
2019-01-02 12:54:00,0.0,36,0.00,21.0,30.29,10.00,VRB,3.0,False,False,2019-01-02,12
2019-01-02 13:54:00,5.0,35,0.00,28.0,30.28,10.00,120,6.0,False,False,2019-01-02,13
2019-01-02 14:54:00,10.0,34,0.00,37.0,30.27,10.00,120,7.0,False,False,2019-01-02,14
2019-01-02 15:54:00,9.0,33,0.00,36.0,30.27,10.00,150,6.0,False,False,2019-01-02,15
2019-01-02 16:54:00,8.0,32,0.00,36.0,30.26,10.00,150,5.0,False,False,2019-01-02,16
2019-01-02 17:54:00,13.0,32,0.00,45.0,30.25,10.00,150,9.0,False,False,2019-01-02,17
2019-01-02 18:54:00,12.0,32,0.00,43.0,30.27,10.00,180,8.0,False,False,2019-01-02,18
2019-01-02 19:54:00,17.0,32,0.00,54.0,30.25,10.00,160,13.0,False,False,2019-01-02,19
2019-01-02 20:54:00,16.0,32,0.00,52.0,30.21,10.00,170,10.0,False,False,2019-01-02,20
2019-01-02 21:54:00,19.0,32,0.00,59.0,30.18,10.00,170,11.0,False,False,2019-01-02,21
2019-01-02 22:54:00,22.0,32,0.00,66.0,30.16,10.00,170,10.0,False,False,2019-01-02,22
2019-01-02 23:54:00,23.0,32,0.00,69.0,30.15,10.00,180,6.0,False,False,2019-01-02,23
2019-01-03 00:54:00,24.0,33,0.00,70.0,30.11,10.00,150,8.0,False,False,2019-01-03,0
2019-01-03 01:54:00,26.0,35,0.00,70.0,30.05,10.00,140,13.0,False,False,2019-01-03,1
2019-01-03 02:54:00,26.0,35,0.00,70.0,30.02,10.00,180,13.0,False,False,2019-01-03,2
2019-01-03 03:54:00,27.0,35,0.0,72.0,29.94,9.00,170,9.0,False,False,2019-01-03,3
2019-01-03 04:54:00,29.0,36,0.0,76.0,29.90,10.00,180,8.0,False,False,2019-01-03,4
2019-01-03 05:54:00,29.0,36,0.00,76.0,29.86,10.00,160,7.0,False,False,2019-01-03,5
2019-01-03 06:54:00,31.0,37,0.00,79.0,29.85,10.00,180,8.0,False,False,2019-01-03,6
2019-01-03 07:54:00,32.0,38,0.0,79.0,29.85,10.00,200,6.0,False,False,2019-01-03,7
2019-01-03 08:54:00,34.0,38,0.01,86.0,29.84,10.00,240,8.0,False,False,2019-01-03,8
2019-01-03 09:54:00,34.0,38,0.01,86.0,29.85,10.00,VRB,5.0,False,False,2019-01-03,9
2019-01-03 10:54:00,34.0,42,0.0,73.0,29.80,10.00,270,11.0,False,False,2019-01-03,10
2019-01-03 11:54:00,33.0,45,0.00,63.0,29.78,10.00,280,10.0,False,False,2019-01-03,11
2019-01-03 12:54:00,30.0,45,0.00,56.0,29.78,10.00,310,15.0,False,False,2019-01-03,12
2019-01-03 13:54:00,29.0,45,0.00,54.0,29.78,10.00,320,13.0,False,False,2019-01-03,13
2019-01-03 14:54:00,28.0,45,0.00,52.0,29.81,10.00,300,16.0,False,False,2019-01-03,14
2019-01-03 15:54:00,26.0,44,0.00,49.0,29.83,10.00,320,15.0,False,False,2019-01-03,15
2019-01-03 16:54:00,26.0,42,0.00,53.0,29.86,10.00,290,14.0,False,False,2019-01-03,16
2019-01-03 17:54:00,25.0,41,0.00,53.0,29.88,10.00,300,10.0,False,False,2019-01-03,17
2019-01-03 18:54:00,26.0,40,0.00,58.0,29.90,10.00,290,8.0,False,False,2019-01-03,18
2019-01-03 19:54:00,25.0,39,0.00,57.0,29.93,10.00,290,10.0,False,False,2019-01-03,19
2019-01-03 20:54:00,23.0,38,0.00,55.0,29.93,10.00,280,11.0,False,False,2019-01-03,20
2019-01-03 21:54:00,23.0,38,0.00,55.0,29.93,10.00,270,8.0,False,False,2019-01-03,21
2019-01-03 22:54:00,23.0,39,0.00,53.0,29.92,10.00,260,11.0,False,False,2019-01-03,22
2019-01-03 23:54:00,21.0,39,0.00,48.0,29.93,10.00,270,14.0,False,False,2019-01-03,23
2019-01-04 00:54:00,21.0,38,0.00,51.0,29.94,10.00,260,10.0,False,False,2019-01-04,0
2019-01-04 01:54:00,21.0,38,0.00,51.0,29.95,10.00,270,9.0,False,False,2019-01-04,1
2019-01-04 02:54:00,22.0,37,0.00,54.0,29.94,10.00,220,10.0,False,False,2019-01-04,2
2019-01-04 03:54:00,23.0,37,0.00,57.0,29.92,10.00,230,9.0,False,False,2019-01-04,3
2019-01-04 04:54:00,24.0,36,0.00,62.0,29.91,10.00,220,10.0,False,False,2019-01-04,4
2019-01-04 05:54:00,24.0,36,0.00,62.0,29.92,10.00,220,10.0,False,False,2019-01-04,5
2019-01-04 06:54:00,24.0,35,0.00,64.0,29.93,10.00,220,8.0,False,False,2019-01-04,6
2019-01-04 07:54:00,24.0,36,0.00,62.0,29.93,10.00,210,9.0,False,False,2019-01-04,7
2019-01-04 08:54:00,25.0,38,0.00,60.0,29.92,10.00,220,11.0,False,False,2019-01-04,8
2019-01-04 09:54:00,25.0,41,0.00,53.0,29.90,10.00,210,18.0,False,False,2019-01-04,9
2019-01-04 10:54:00,25.0,43,0.00,49.0,29.86,10.00,220,17.0,False,False,2019-01-04,10
2019-01-04 11:54:00,25.0,45,0.00,46.0,29.83,10.00,210,16.0,False,False,2019-01-04,11
2019-01-04 12:54:00,25.0,47,0.00,42.0,29.81,10.00,240,16.0,False,False,2019-01-04,12
2019-01-04 13:54:00,25.0,47,0.00,42.0,29.80,10.00,230,14.0,False,False,2019-01-04,13
2019-01-04 14:54:00,26.0,47,0.00,44.0,29.79,10.00,220,14.0,False,False,2019-01-04,14
2019-01-04 15:54:00,27.0,46,0.00,47.0,29.79,10.00,210,10.0,False,False,2019-01-04,15
2019-01-04 16:54:00,28.0,44,0.00,53.0,29.79,10.00,220,9.0,False,False,2019-01-04,16
2019-01-04 17:54:00,29.0,43,0.00,58.0,29.79,10.00,190,8.0,False,False,2019-01-04,17
2019-01-04 18:54:00,29.0,43,0.00,58.0,29.81,10.00,230,13.0,False,False,2019-01-04,18
2019-01-04 19:54:00,29.0,42,0.00,60.0,29.80,10.00,230,11.0,False,False,2019-01-04,19
2019-01-04 20:54:00,29.0,42,0.00,60.0,29.80,10.00,210,8.0,False,False,2019-01-04,20
2019-01-04 21:54:00,30.0,42,0.00,62.0,29.79,10.00,210,8.0,False,False,2019-01-04,21
2019-01-04 22:54:00,30.0,40,0.00,68.0,29.77,10.00,220,8.0,False,False,2019-01-04,22
2019-01-04 23:54:00,31.0,40,0.00,70.0,29.74,10.00,200,8.0,False,False,2019-01-04,23
2019-01-05 00:54:00,32.0,40,0.00,73.0,29.73,10.00,210,8.0,False,True,2019-01-05,0
2019-01-05 01:54:00,32.0,40,0.00,73.0,29.72,10.00,220,8.0,False,True,2019-01-05,1
2019-01-05 02:54:00,32.0,40,0.00,73.0,29.71,10.00,230,6.0,False,True,2019-01-05,2
2019-01-05 03:54:00,33.0,40,0.00,77.0,29.69,10.00,230,7.0,False,True,2019-01-05,3
2019-01-05 04:54:00,33.0,39,0.00,79.0,29.66,9.00,180,5.0,False,True,2019-01-05,4
2019-01-05 05:54:00,35.0,40,0.0,83.0,29.65,9.00,120,3.0,False,True,2019-01-05,5
2019-01-05 06:54:00,36.0,40,0.0,86.0,29.63,8.00,VRB,3.0,False,True,2019-01-05,6
2019-01-05 07:54:00,37.0,41,0.01,86.0,29.64,5.00,100,5.0,False,True,2019-01-05,7
2019-01-05 08:54:00,39.0,42,0.03,89.0,29.65,5.00,10,5.0,False,True,2019-01-05,8
2019-01-05 09:54:00,40.0,43,0.01,89.0,29.63,1.75,30,5.0,False,True,2019-01-05,9
2019-01-05 10:54:00,39.0,43,0.01,86.0,29.58,4.00,10,9.0,False,True,2019-01-05,10
2019-01-05 11:54:00,39.0,42,0.0,89.0,29.53,3.00,30,13.0,False,True,2019-01-05,11
2019-01-05 12:54:00,38.0,42,0.0,85.0,29.50,4.00,360,11.0,False,True,2019-01-05,12
2019-01-05 13:54:00,38.0,41,0.0,89.0,29.46,6.00,20,14.0,False,True,2019-01-05,13
2019-01-05 14:54:00,38.0,41,0.08,89.0,29.46,2.00,10,16.0,False,True,2019-01-05,14
2019-01-05 15:54:00,37.0,40,0.08,89.0,29.46,2.50,10,15.0,False,True,2019-01-05,15
2019-01-05 16:54:00,37.0,40,0.04,89.0,29.46,4.00,340,11.0,False,True,2019-01-05,16
2019-01-05 17:54:00,36.0,40,0.15,86.0,29.48,3.00,350,11.0,False,True,2019-01-05,17
2019-01-05 18:54:00,36.0,40,0.08,86.0,29.51,8.00,330,10.0,False,True,2019-01-05,18
2019-01-05 19:54:00,36.0,39,0.03,89.0,29.52,7.00,340,10.0,False,True,2019-01-05,19
2019-01-05 20:54:00,35.0,39,0.01,86.0,29.53,10.00,340,14.0,False,True,2019-01-05,20
2019-01-05 21:54:00,34.0,39,0.00,82.0,29.51,10.00,340,9.0,False,True,2019-01-05,21
2019-01-05 22:54:00,33.0,38,0.00,83.0,29.55,10.00,310,11.0,False,True,2019-01-05,22
2019-01-05 23:54:00,31.0,38,0.00,76.0,29.56,10.00,310,11.0,False,True,2019-01-05,23
2019-01-06 00:54:00,31.0,38,0.00,76.0,29.59,10.00,310,10.0,False,True,2019-01-06,0
2019-01-06 01:54:00,30.0,37,0.00,76.0,29.62,10.00,300,11.0,False,True,2019-01-06,1
2019-01-06 02:54:00,30.0,36,0.00,79.0,29.64,10.00,290,9.0,False,True,2019-01-06,2
2019-01-06 03:54:00,30.0,36,0.00,79.0,29.65,10.00,290,10.0,False,True,2019-01-06,3
2019-01-06 04:54:00,30.0,37,0.00,76.0,29.66,10.00,290,9.0,False,True,2019-01-06,4
2019-01-06 05:54:00,29.0,38,0.00,70.0,29.66,10.00,280,9.0,False,True,2019-01-06,5
2019-01-06 06:54:00,29.0,38,0.00,70.0,29.69,10.00,270,10.0,False,True,2019-01-06,6
2019-01-06 07:54:00,29.0,38,0.00,70.0,29.71,10.00,270,9.0,False,True,2019-01-06,7
2019-01-06 08:54:00,30.0,39,0.00,70.0,29.74,10.00,260,9.0,False,True,2019-01-06,8
2019-01-06 09:54:00,30.0,40,0.00,68.0,29.76,10.00,290,11.0,False,True,2019-01-06,9
2019-01-06 10:54:00,30.0,42,0.00,62.0,29.75,10.00,280,11.0,False,True,2019-01-06,10
2019-01-06 11:54:00,31.0,44,0.00,60.0,29.74,10.00,300,14.0,False,True,2019-01-06,11
2019-01-06 12:54:00,30.0,45,0.00,56.0,29.74,10.00,290,16.0,False,True,2019-01-06,12
2019-01-06 13:54:00,29.0,47,0.00,50.0,29.75,10.00,300,13.0,False,True,2019-01-06,13
2019-01-06 14:54:00,28.0,43,0.00,56.0,29.79,10.00,320,13.0,False,True,2019-01-06,14
2019-01-06 15:54:00,25.0,42,0.00,51.0,29.83,10.00,300,15.0,False,True,2019-01-06,15
2019-01-06 16:54:00,20.0,39,0.00,46.0,29.88,10.00,320,24.0,False,True,2019-01-06,16
2019-01-06 17:54:00,17.0,36,0.00,46.0,29.94,10.00,320,21.0,False,True,2019-01-06,17
2019-01-06 18:54:00,14.0,34,0.00,44.0,29.99,10.00,330,22.0,False,True,2019-01-06,18
2019-01-06 19:54:00,9.0,32,0.00,38.0,30.04,10.00,320,20.0,False,True,2019-01-06,19
2019-01-06 20:54:00,8.0,30,0.00,39.0,30.07,10.00,310,15.0,False,True,2019-01-06,20
2019-01-06 21:54:00,8.0,29,0.00,41.0,30.09,10.00,330,11.0,False,True,2019-01-06,21
2019-01-06 22:54:00,7.0,27,0.00,43.0,30.12,10.00,310,22.0,False,True,2019-01-06,22
2019-01-06 23:54:00,7.0,25,0.00,46.0,30.16,10.00,330,24.0,False,True,2019-01-06,23
2019-01-07 00:54:00,5.0,24,0.00,44.0,30.19,10.00,320,17.0,False,False,2019-01-07,0
2019-01-07 01:54:00,6.0,24,0.00,46.0,30.20,10.00,310,21.0,False,False,2019-01-07,1
2019-01-07 02:54:00,4.0,23,0.00,44.0,30.23,10.00,300,18.0,False,False,2019-01-07,2
2019-01-07 03:54:00,0.0,21,0.00,39.0,30.27,10.00,320,23.0,False,False,2019-01-07,3
2019-01-07 04:54:00,-1.0,21,0.00,38.0,30.29,10.00,320,20.0,False,False,2019-01-07,4
2019-01-07 05:54:00,-3.0,20,0.00,36.0,30.32,10.00,330,18.0,False,False,2019-01-07,5
2019-01-07 06:54:00,-4.0,19,0.00,36.0,30.35,10.00,320,15.0,False,False,2019-01-07,6
2019-01-07 07:54:00,-3.0,19,0.00,37.0,30.38,10.00,310,20.0,False,False,2019-01-07,7
2019-01-07 08:54:00,-4.0,21,0.00,33.0,30.41,10.00,310,16.0,False,False,2019-01-07,8
2019-01-07 09:54:00,-4.0,23,0.00,30.0,30.42,10.00,310,13.0,False,False,2019-01-07,9
2019-01-07 10:54:00,-4.0,25,0.00,28.0,30.42,10.00,310,10.0,False,False,2019-01-07,10
2019-01-07 11:54:00,-3.0,28,0.00,26.0,30.37,10.00,300,11.0,False,False,2019-01-07,11
2019-01-07 12:54:00,-4.0,30,0.00,22.0,30.37,10.00,330,11.0,False,False,2019-01-07,12
2019-01-07 13:54:00,-6.0,30,0.00,20.0,30.38,10.00,310,9.0,False,False,2019-01-07,13
2019-01-07 14:54:00,-6.0,31,0.00,20.0,30.38,10.00,300,8.0,False,False,2019-01-07,14
2019-01-07 15:54:00,-6.0,30,0.00,20.0,30.39,10.00,340,7.0,False,False,2019-01-07,15
2019-01-07 16:54:00,-6.0,29,0.00,21.0,30.38,10.00,360,6.0,False,False,2019-01-07,16
2019-01-07 17:54:00,-2.0,29,0.00,26.0,30.39,10.00,20,7.0,False,False,2019-01-07,17
2019-01-07 18:54:00,-2.0,28,0.00,27.0,30.39,10.00,10,7.0,False,False,2019-01-07,18
2019-01-07 19:54:00,1.0,27,0.00,32.0,30.37,10.00,10,5.0,False,False,2019-01-07,19
2019-01-07 20:54:00,0.0,28,0.00,29.0,30.38,10.00,360,5.0,False,False,2019-01-07,20
2019-01-07 21:54:00,3.0,28,0.00,34.0,30.34,10.00,50,5.0,False,False,2019-01-07,21
2019-01-07 22:54:00,7.0,30,0.00,38.0,30.32,10.00,120,6.0,False,False,2019-01-07,22
2019-01-07 23:54:00,10.0,31,0.00,42.0,30.32,10.00,190,5.0,False,False,2019-01-07,23
2019-01-08 00:54:00,7.0,31,0.00,36.0,30.34,10.00,230,7.0,False,False,2019-01-08,0
2019-01-08 01:54:00,6.0,30,0.00,36.0,30.33,10.00,220,5.0,False,False,2019-01-08,1
2019-01-08 02:54:00,6.0,30,0.00,36.0,30.29,10.00,160,5.0,False,False,2019-01-08,2
2019-01-08 03:54:00,12.0,31,0.00,45.0,30.26,10.00,170,9.0,False,False,2019-01-08,3
2019-01-08 04:54:00,17.0,32,0.0,54.0,30.18,6.00,140,16.0,False,False,2019-01-08,4
2019-01-08 05:54:00,20.0,32,0.0,61.0,30.19,8.00,150,15.0,False,False,2019-01-08,5
2019-01-08 06:54:00,23.0,33,0.0,66.0,30.16,10.00,150,13.0,False,False,2019-01-08,6
2019-01-08 07:54:00,25.0,33,0.0,72.0,30.13,10.00,150,10.0,False,False,2019-01-08,7
2019-01-08 08:54:00,27.0,34,0.00,75.0,30.11,10.00,150,9.0,False,False,2019-01-08,8
2019-01-08 09:54:00,29.0,36,0.00,76.0,30.09,10.00,170,8.0,False,False,2019-01-08,9
2019-01-08 10:54:00,34.0,37,0.00,89.0,30.04,2.50,160,8.0,False,False,2019-01-08,10
2019-01-08 11:54:00,36.0,38,0.0,93.0,29.99,1.50,140,5.0,False,False,2019-01-08,11
2019-01-08 12:54:00,39.0,42,0.0,89.0,29.94,6.00,170,7.0,False,False,2019-01-08,12
2019-01-08 13:54:00,38.0,41,0.00,89.0,29.90,3.00,110,5.0,False,False,2019-01-08,13
2019-01-08 14:54:00,39.0,41,0.00,93.0,29.86,3.00,80,5.0,False,False,2019-01-08,14
2019-01-08 15:54:00,39.0,42,0.00,89.0,29.83,1.50,70,6.0,False,False,2019-01-08,15
2019-01-08 16:54:00,39.0,41,0.00,93.0,29.79,0.50,30,7.0,False,False,2019-01-08,16
2019-01-08 17:54:00,40.0,42,0.00,92.0,29.76,0.50,360,3.0,False,False,2019-01-08,17
2019-01-08 18:54:00,40.0,42,0.00,92.0,29.73,0.50,360,8.0,False,False,2019-01-08,18
2019-01-08 19:54:00,39.0,41,0.00,93.0,29.69,0.50,330,8.0,False,False,2019-01-08,19
2019-01-08 20:54:00,38.0,40,0.00,93.0,29.66,0.25,280,6.0,False,False,2019-01-08,20
2019-01-08 21:54:00,34.0,36,0.01,93.0,29.64,2.00,310,10.0,False,False,2019-01-08,21
2019-01-08 22:54:00,33.0,35,0.01,93.0,29.57,2.00,0,0.0,False,False,2019-01-08,22
2019-01-08 23:54:00,34.0,37,0.00,89.0,29.54,2.00,340,6.0,False,False,2019-01-08,23
2019-01-09 00:54:00,33.0,35,0.00,93.0,29.52,1.00,310,7.0,False,False,2019-01-09,0
2019-01-09 01:54:00,33.0,35,0.00,93.0,29.48,0.75,340,6.0,False,False,2019-01-09,1
2019-01-09 02:54:00,34.0,36,0.00,93.0,29.46,1.00,280,7.0,False,False,2019-01-09,2
2019-01-09 03:54:00,33.0,36,0.01s,89.0,29.42,1.00,50,3.0,False,False,2019-01-09,3
2019-01-09 04:54:00,35.0,36,0.05,97.0,29.36,2.00,0,0.0,False,False,2019-01-09,4
2019-01-09 05:54:00,35.0,37,0.03,93.0,29.33,2.00,190,7.0,False,False,2019-01-09,5
2019-01-09 06:54:00,36.0,37,0.02,96.0,29.30,2.00,210,7.0,False,False,2019-01-09,6
2019-01-09 07:54:00,38.0,40,0.00,93.0,29.28,10.00,240,15.0,False,False,2019-01-09,7
2019-01-09 08:54:00,35.0,43,0.00,74.0,29.27,10.00,240,20.0,False,False,2019-01-09,8
2019-01-09 09:54:00,35.0,44,0.00,71.0,29.26,10.00,260,20.0,False,False,2019-01-09,9
2019-01-09 10:54:00,33.0,44,0.00,65.0,29.24,10.00,270,21.0,False,False,2019-01-09,10
2019-01-09 11:54:00,33.0,45,0.00,63.0,29.23,10.00,260,16.0,False,False,2019-01-09,11
2019-01-09 12:54:00,32.0,45,0.0,61.0,29.24,10.00,270,20.0,False,False,2019-01-09,12
2019-01-09 13:54:00,34.0,43,0.01,71.0,29.27,10.00,280,23.0,False,False,2019-01-09,13
2019-01-09 14:54:00,31.0,44,0.01,60.0,29.29,10.00,280,24.0,False,False,2019-01-09,14
2019-01-09 15:54:00,29.0,44,0.00,55.0,29.31,10.00,280,25.0,False,False,2019-01-09,15
2019-01-09 16:54:00,29.0,43,0.00,58.0,29.32,10.00,280,21.0,False,False,2019-01-09,16
2019-01-09 17:54:00,28.0,42,0.00,58.0,29.35,10.00,270,16.0,False,False,2019-01-09,17
2019-01-09 18:54:00,27.0,40,0.00,60.0,29.38,10.00,260,18.0,False,False,2019-01-09,18
2019-01-09 19:54:00,24.0,39,0.00,55.0,29.38,10.00,270,24.0,False,False,2019-01-09,19
2019-01-09 20:54:00,23.0,38,0.00,55.0,29.38,10.00,270,25.0,False,False,2019-01-09,20
2019-01-09 21:54:00,22.0,37,0.00,54.0,29.38,10.00,270,16.0,False,False,2019-01-09,21
2019-01-09 22:54:00,22.0,36,0.00,57.0,29.37,10.00,270,15.0,False,False,2019-01-09,22
2019-01-09 23:54:00,22.0,37,0.00,54.0,29.37,10.00,270,21.0,False,False,2019-01-09,23
2019-01-10 00:54:00,21.0,36,0.00,55.0,29.38,10.00,260,16.0,False,False,2019-01-10,0
2019-01-10 01:54:00,20.0,35,0.00,54.0,29.39,10.00,260,15.0,False,False,2019-01-10,1
2019-01-10 02:54:00,21.0,36,0.00,55.0,29.39,10.00,250,10.0,False,False,2019-01-10,2
2019-01-10 03:54:00,21.0,36,0.00,55.0,29.38,10.00,260,11.0,False,False,2019-01-10,3
2019-01-10 04:54:00,21.0,36,0.00,55.0,29.39,10.00,250,14.0,False,False,2019-01-10,4
2019-01-10 05:54:00,21.0,36,0.0,55.0,29.40,9.00,270,13.0,False,False,2019-01-10,5
2019-01-10 06:54:00,23.0,35,0.0,61.0,29.41,10.00,280,14.0,False,False,2019-01-10,6
2019-01-10 07:54:00,22.0,35,0.0,59.0,29.43,10.00,290,11.0,False,False,2019-01-10,7
2019-01-10 08:54:00,23.0,36,0.00,59.0,29.46,10.00,290,15.0,False,False,2019-01-10,8
2019-01-10 09:54:00,22.0,35,0.00,59.0,29.47,10.00,290,14.0,False,False,2019-01-10,9
2019-01-10 10:54:00,20.0,35,0.00,54.0,29.47,10.00,290,16.0,False,False,2019-01-10,10
2019-01-10 11:54:00,21.0,35,0.0,57.0,29.47,7.00,290,18.0,False,False,2019-01-10,11
2019-01-10 12:54:00,20.0,34,0.0,56.0,29.49,10.00,310,18.0,False,False,2019-01-10,12
2019-01-10 13:54:00,16.0,34,0.0,48.0,29.50,10.00,320,21.0,False,False,2019-01-10,13
2019-01-10 14:54:00,15.0,35,0.00,44.0,29.53,10.00,320,22.0,False,False,2019-01-10,14
2019-01-10 15:54:00,15.0,35,0.00,44.0,29.56,10.00,320,22.0,False,False,2019-01-10,15
2019-01-10 16:54:00,16.0,35,0.00,46.0,29.59,10.00,310,14.0,False,False,2019-01-10,16
2019-01-10 17:54:00,15.0,33,0.00,47.0,29.62,10.00,290,21.0,False,False,2019-01-10,17
2019-01-10 18:54:00,15.0,32,0.00,50.0,29.65,10.00,320,18.0,False,False,2019-01-10,18
2019-01-10 19:54:00,14.0,30,0.00,51.0,29.67,10.00,300,21.0,False,False,2019-01-10,19
2019-01-10 20:54:00,13.0,30,0.00,49.0,29.71,10.00,310,10.0,False,False,2019-01-10,20
2019-01-10 21:54:00,12.0,28,0.00,51.0,29.73,10.00,310,21.0,False,False,2019-01-10,21
2019-01-10 22:54:00,10.0,27,0.00,49.0,29.75,10.00,290,18.0,False,False,2019-01-10,22
2019-01-10 23:54:00,10.0,26,0.00,51.0,29.77,10.00,290,16.0,False,False,2019-01-10,23
2019-01-11 00:54:00,10.0,25,0.00,53.0,29.79,10.00,290,17.0,False,False,2019-01-11,0
2019-01-11 01:54:00,10.0,25,0.00,53.0,29.81,10.00,290,20.0,False,False,2019-01-11,1
2019-01-11 02:54:00,11.0,25,0.00,55.0,29.82,10.00,290,17.0,False,False,2019-01-11,2
2019-01-11 03:54:00,11.0,26,0.00,53.0,29.83,10.00,300,18.0,False,False,2019-01-11,3
2019-01-11 04:54:00,11.0,26,0.00,53.0,29.85,10.00,290,23.0,False,False,2019-01-11,4
2019-01-11 05:54:00,11.0,26,0.00,53.0,29.87,10.00,290,17.0,False,False,2019-01-11,5
2019-01-11 06:54:00,10.0,25,0.00,53.0,29.90,10.00,290,18.0,False,False,2019-01-11,6
2019-01-11 07:54:00,9.0,25,0.00,50.0,29.96,10.00,280,20.0,False,False,2019-01-11,7
2019-01-11 08:54:00,8.0,25,0.00,48.0,30.00,10.00,280,20.0,False,False,2019-01-11,8
2019-01-11 09:54:00,7.0,27,0.00,43.0,30.02,10.00,280,16.0,False,False,2019-01-11,9
2019-01-11 10:54:00,7.0,28,0.00,41.0,30.03,10.00,290,18.0,False,False,2019-01-11,10
2019-01-11 11:54:00,7.0,28,0.00,41.0,30.03,10.00,270,16.0,False,False,2019-01-11,11
2019-01-11 12:54:00,6.0,29,0.00,38.0,30.03,10.00,290,18.0,False,False,2019-01-11,12
2019-01-11 13:54:00,5.0,28,0.00,37.0,30.04,10.00,310,16.0,False,False,2019-01-11,13
2019-01-11 14:54:00,4.0,27,0.00,37.0,30.07,10.00,290,18.0,False,False,2019-01-11,14
2019-01-11 15:54:00,1.0,27,0.00,32.0,30.10,10.00,290,15.0,False,False,2019-01-11,15
